loan_id,age,income,loan_amount,loan_term,interest_rate,employment_years,num_accounts,num_delinquencies,credit_score,employment_type,home_ownership,loan_purpose,default
99,45,40828,119991,24,7.622425740338207,4.0,1,0.0,654,Employed,Rent,Auto,0
100,41,61701,106262,48,3.43047780135475,8.0,3,0.0,574,Employed,Rent,Home Improvement,0
101,23,85719,255423,48,4.6829266362084585,3.0,1,0.0,563,Self-Employed,Rent,Debt Consolidation,0
102,38,72542,165055,36,2.7812149659558005,7.0,4,1.0,730,Employed,Mortgage,Home Improvement,0
103,39,66208,5000,24,8.049584530961887,10.0,13,0.0,694,Employed,Own,Debt Consolidation,1
104,32,61952,99484,36,6.711307557364074,9.0,1,0.0,727,Employed,Rent,Education,0
105,42,70005,85633,12,7.188618241086474,11.0,9,0.0,713,Employed,Mortgage,Business,0
106,51,65041,109030,36,7.720643497593654,1.0,11,0.0,561,Unemployed,Rent,Home Improvement,0
107,73,34250,192218,24,3.325974158140035,7.0,12,0.0,750,Unemployed,Own,Debt Consolidation,0
108,47,61151,141941,24,4.688955244610012,5.0,11,0.0,620,Unemployed,Own,Education,0
109,48,33157,144235,48,6.613080907246253,3.0,13,1.0,742,Employed,Mortgage,Home Improvement,0
110,43,62027,248510,12,4.6360822015983825,4.0,6,0.0,637,Self-Employed,Mortgage,Business,0
111,18,47983,97765,60,5.673562835224222,3.0,14,0.0,681,Unemployed,Own,Education,0
112,44,123484,289814,48,3.500694361472591,9.0,8,0.0,684,Employed,Mortgage,Auto,0
113,45,59002,99651,36,8.824326978551046,10.0,14,1.0,731,Unemployed,Own,Business,0
114,81,24894,156689,36,7.846326837969661,12.0,2,2.0,486,Unemployed,Rent,Auto,0
115,42,56645,128909,24,8.592694866247074,9.0,14,0.0,492,Employed,Own,Education,0
116,49,72983,159256,24,7.147801185422117,8.0,6,0.0,717,Employed,Rent,Education,0
117,44,101834,183344,24,2.7653102867994077,8.0,4,2.0,685,Unemployed,Mortgage,Auto,0
118,27,45263,182537,60,4.301182400041684,11.0,7,0.0,572,Employed,Rent,Debt Consolidation,0
119,62,20439,93516,60,3.745668790456137,0.0,8,2.0,686,Unemployed,Own,Education,0
120,56,80420,65781,48,4.856812774642618,7.0,14,0.0,509,Unemployed,Mortgage,Home Improvement,0
121,56,25485,337737,60,8.144409239176458,9.0,6,3.0,850,Unemployed,Mortgage,Home Improvement,0
122,31,49096,113701,24,1.8180979177558863,16.0,13,0.0,781,Unemployed,Own,Education,0
123,66,53559,202440,48,4.040901433937069,2.0,13,2.0,712,Self-Employed,Mortgage,Auto,0
124,23,58259,29426,48,4.513784976043928,2.0,1,0.0,657,Self-Employed,Own,Auto,0
125,53,77229,129029,12,2.2149583410494746,0.0,8,1.0,588,Employed,Rent,Business,0
126,77,42909,140460,60,6.011895637058375,1.0,11,0.0,518,Self-Employed,Rent,Auto,1
127,30,53156,185461,36,4.645051701706354,7.0,1,0.0,638,Self-Employed,Mortgage,Debt Consolidation,0
128,36,59643,5000,36,8.279542063912633,4.0,9,0.0,564,Employed,Own,Debt Consolidation,0
129,46,63739,162460,12,4.812191499153708,4.0,2,3.0,569,Unemployed,Own,Home Improvement,1
130,37,62445,63769,24,6.647355395756364,8.0,11,0.0,508,Self-Employed,Rent,Education,0
131,21,70900,174325,12,5.787463420943191,10.0,10,0.0,674,Self-Employed,Rent,Home Improvement,1
132,46,81095,72275,24,0.5,8.0,6,1.0,612,Self-Employed,Mortgage,Education,0
133,29,69815,85838,60,1.9121360178249471,8.0,8,1.0,703,Self-Employed,Own,Home Improvement,0
134,52,71339,129477,60,6.458851172394221,10.0,5,0.0,695,Unemployed,Mortgage,Education,0
135,31,20444,71075,48,6.344904541533446,0.0,14,0.0,672,Employed,Mortgage,Education,0
136,68,61255,114334,48,5.3283253637476475,8.0,2,1.0,850,Self-Employed,Mortgage,Home Improvement,0
137,33,71987,60496,48,8.825333269844608,7.0,5,0.0,732,Self-Employed,Own,Business,0
138,40,78223,12512,48,6.774936851770992,7.0,1,0.0,523,Self-Employed,Rent,Debt Consolidation,0
139,57,42691,226346,36,9.425738783304102,5.0,8,2.0,695,Self-Employed,Own,Auto,0
140,26,43524,52796,48,0.5,6.0,8,3.0,644,Employed,Own,Debt Consolidation,0
141,48,45647,136598,48,9.835370060461091,10.0,14,3.0,515,Unemployed,Own,Auto,0
142,64,73410,206466,48,3.9821175842440555,16.0,2,0.0,507,Employed,Mortgage,Education,0
143,20,85847,103879,24,5.56215908188311,0.0,6,2.0,695,Self-Employed,Mortgage,Home Improvement,1
144,47,49813,88112,48,8.46692975996335,10.0,11,,719,Self-Employed,Own,Home Improvement,0
145,48,82699,166967,12,0.21308775886953057,14.0,8,0.0,545,Employed,Mortgage,Auto,0
146,56,63086,233845,48,4.866665646283139,1.0,10,0.0,747,Unemployed,Mortgage,Home Improvement,1
147,26,56892,62301,48,8.022038387609738,7.0,13,0.0,678,Unemployed,Rent,Home Improvement,0
148,25,54715,138738,36,3.9573755295993758,9.0,8,0.0,769,Unemployed,Own,Home Improvement,0
149,52,78665,20062,48,7.784351852092085,18.0,12,0.0,758,Unemployed,Own,Debt Consolidation,0
150,49,68139,120509,24,7.190954299259486,18.0,14,1.0,634,Employed,Mortgage,Home Improvement,0
151,48,116895,152565,60,5.922917187071327,1.0,14,0.0,813,Employed,Own,Business,0
152,50,38694,85903,48,6.997249024301915,6.0,7,2.0,537,Unemployed,Own,Auto,0
153,34,72952,115725,48,8.736583259350322,8.0,3,0.0,850,Employed,Own,Debt Consolidation,0
154,48,46769,44382,48,7.00625242452217,10.0,13,3.0,562,Employed,Own,Debt Consolidation,0
155,49,38267,155780,36,7.822822156328892,9.0,14,1.0,645,Self-Employed,Mortgage,Education,0
156,34,59728,229177,60,3.29676566577498,3.0,12,0.0,593,Employed,Rent,Education,0
157,72,63433,67714,36,6.954984511042934,3.0,14,3.0,612,Employed,Mortgage,Home Improvement,0
158,52,132954,103299,36,6.723412463188595,0.0,11,0.0,850,Unemployed,Rent,Debt Consolidation,0
159,27,55396,187690,36,8.309733225428122,0.0,4,1.0,603,Employed,Own,Debt Consolidation,0
160,54,31745,240906,24,2.6050109082644393,0.0,1,3.0,735,Unemployed,Own,Home Improvement,0
161,30,66825,38010,60,8.184025738114144,13.0,9,0.0,626,Self-Employed,Own,Auto,0
162,56,10000,137341,24,3.302090136408734,11.0,14,0.0,743,Self-Employed,Own,Debt Consolidation,0
163,62,57701,171234,24,11.3516082279577,10.0,10,0.0,595,Employed,Own,Education,0
164,32,60400,142345,60,3.278820083325188,6.0,10,2.0,675,Employed,Own,Home Improvement,0
165,59,79865,5000,24,2.583065517740873,7.0,2,3.0,712,Unemployed,Own,Debt Consolidation,0
166,51,84340,187581,60,4.773737098653073,6.0,10,3.0,577,Self-Employed,Rent,Education,0
167,57,47410,263950,48,8.120912214088557,0.0,7,0.0,850,Unemployed,Mortgage,Business,0
168,73,56234,158749,36,6.387619178637734,11.0,8,0.0,718,Employed,Own,Debt Consolidation,0
169,41,40846,72667,24,9.69875460637298,12.0,14,0.0,627,Self-Employed,Own,Home Improvement,0
170,33,31798,111515,60,4.748758585937148,2.0,4,0.0,580,Employed,Own,Education,0
171,31,67747,282743,12,4.275082618818658,2.0,11,0.0,659,Self-Employed,Rent,Debt Consolidation,0
172,32,28160,218247,24,3.6638612729879263,9.0,11,1.0,528,Unemployed,Own,Education,0
173,43,49634,198001,24,4.18423191081273,9.0,10,1.0,828,Employed,Mortgage,Home Improvement,0
174,50,35120,176730,60,2.0069643851885233,11.0,1,1.0,693,Employed,Rent,Debt Consolidation,0
175,49,73742,100414,12,3.8779465911205113,15.0,5,1.0,641,Self-Employed,Rent,Home Improvement,0
176,57,105035,134957,12,2.4737935251452288,2.0,10,0.0,754,Unemployed,Own,Auto,0
177,45,27460,144155,48,7.29742509830526,7.0,10,0.0,577,Self-Employed,Rent,Debt Consolidation,0
178,66,13674,191218,24,9.20048629809801,2.0,6,0.0,534,Self-Employed,Own,Debt Consolidation,0
179,41,56877,263168,36,6.054099137223301,3.0,7,0.0,636,Self-Employed,Mortgage,Education,0
180,85,60392,233875,24,3.815251128976902,5.0,1,0.0,662,Employed,Mortgage,Debt Consolidation,0
181,54,65466,43546,36,7.360689566531825,15.0,13,1.0,703,Unemployed,Rent,Auto,0
182,32,48841,166799,36,5.401850790311878,13.0,4,0.0,502,Unemployed,Rent,Education,0
183,28,54984,205257,60,8.037119320367703,7.0,12,1.0,604,Unemployed,Own,Education,0
184,52,69187,196414,24,3.136430339639148,0.0,5,0.0,341,Self-Employed,Rent,Business,0
185,41,86010,102807,60,3.3099927744907434,9.0,5,0.0,531,Unemployed,Mortgage,Debt Consolidation,0
186,55,11123,368558,48,7.315397803938907,9.0,7,0.0,721,Unemployed,Rent,Business,0
187,52,50776,54218,36,5.449332792155923,3.0,4,0.0,746,Employed,Mortgage,Auto,0
188,43,65345,68760,12,7.817191748652261,12.0,10,3.0,535,Employed,Own,Debt Consolidation,1
189,32,37050,167519,36,3.3536897664388374,3.0,7,0.0,617,Employed,Mortgage,Business,0
190,22,103279,308760,48,6.584131660398107,12.0,8,0.0,652,Self-Employed,Rent,Business,0
191,38,44114,87285,36,6.866218197694333,9.0,2,3.0,757,Employed,Mortgage,Education,1
192,57,58967,130062,60,1.6571969432643279,0.0,14,0.0,802,Unemployed,Mortgage,Business,0
193,48,73900,230797,24,5.491447122162543,6.0,1,0.0,665,Employed,Rent,Business,0
194,26,45217,148660,12,0.4595204424436714,8.0,13,0.0,623,Self-Employed,Own,Debt Consolidation,0
195,47,13835,124904,60,9.174633471418943,9.0,10,0.0,505,Employed,Mortgage,Debt Consolidation,0
196,50,49283,192422,24,2.2059964037814304,13.0,10,0.0,660,Unemployed,Rent,Education,0
197,31,85736,170438,12,5.027769059326465,13.0,1,3.0,850,Employed,Mortgage,Debt Consolidation,0
198,47,51577,227282,48,5.487746307673811,6.0,13,0.0,779,Employed,Mortgage,Auto,0
199,45,38839,246860,36,3.0946623605428307,10.0,1,0.0,667,Employed,Mortgage,Education,0
200,27,83141,173025,12,10.123011706172807,16.0,9,0.0,680,Self-Employed,Own,Auto,0
201,50,51730,171879,48,3.770762941809238,2.0,4,0.0,581,Self-Employed,Mortgage,Debt Consolidation,0
202,53,47245,166058,24,4.825517049481807,4.0,9,0.0,614,Self-Employed,Rent,Debt Consolidation,1
203,61,63736,186684,12,3.7762542244826105,0.0,7,1.0,664,Self-Employed,Rent,Education,1
204,60,79268,154137,48,3.75502094865433,4.0,7,1.0,665,Self-Employed,Mortgage,Business,0
205,24,119542,149954,24,5.227546921585267,9.0,13,2.0,751,Employed,Own,Home Improvement,1
206,30,80680,239747,60,7.257638003975146,0.0,2,0.0,746,Employed,Rent,Home Improvement,0
207,52,88995,263708,36,5.900327881901507,10.0,2,3.0,702,Self-Employed,Own,Debt Consolidation,0
208,52,47350,36933,48,3.603678253213518,5.0,12,3.0,550,Self-Employed,Own,Auto,0
209,52,34353,150751,60,5.484270512374839,7.0,5,2.0,553,Employed,Rent,Education,0
210,102,61558,98347,24,2.082486804012795,2.0,10,2.0,561,Unemployed,Rent,Business,1
211,53,62679,126677,12,8.458153298559802,7.0,1,0.0,673,Employed,Own,Debt Consolidation,0
212,62,33037,180188,36,4.235089772553005,16.0,7,0.0,447,Self-Employed,Mortgage,Auto,0
213,59,55617,200207,24,4.368845471412488,6.0,11,0.0,649,Employed,Own,Debt Consolidation,0
214,54,69982,141590,48,0.63462784771367,0.0,7,1.0,790,Self-Employed,Rent,Home Improvement,0
215,40,69009,6499,36,4.233257257901561,14.0,11,3.0,716,Employed,Own,Debt Consolidation,1
216,56,72607,77621,60,9.705805532380005,10.0,8,3.0,614,Employed,Rent,Auto,0
217,33,67274,217237,36,7.0288027342603145,8.0,7,0.0,580,Employed,Mortgage,Home Improvement,0
218,41,47324,5000,60,8.27249279780918,10.0,8,0.0,730,Unemployed,Mortgage,Debt Consolidation,0
219,37,47152,239057,24,5.791526989080681,8.0,3,3.0,680,Employed,Mortgage,Home Improvement,0
220,46,30026,189092,12,0.5,16.0,3,3.0,625,Employed,Mortgage,Education,1
221,79,104619,248713,36,5.674005184095521,11.0,8,0.0,591,Unemployed,Mortgage,Auto,0
222,18,60336,135107,12,6.00303242714953,5.0,9,0.0,657,Employed,Rent,Auto,1
223,55,54378,5000,12,7.739097852907657,15.0,10,0.0,619,Unemployed,Own,Education,0
224,20,36780,182277,36,5.408149236085214,17.0,4,2.0,728,Unemployed,Mortgage,Auto,0
225,37,133391,245598,36,3.5705224774939124,12.0,8,3.0,774,Unemployed,Rent,Auto,1
226,61,33166,219354,12,5.251998752076342,10.0,1,0.0,513,Employed,Own,Debt Consolidation,0
227,45,49278,100298,48,4.6443493377339475,3.0,2,3.0,527,Self-Employed,Own,Business,0
228,28,70395,156507,48,6.8091114250896965,11.0,13,1.0,784,Employed,Mortgage,Debt Consolidation,0
229,34,75005,110037,36,5.257573705828395,9.0,10,2.0,666,Self-Employed,Mortgage,Education,0
230,55,83948,88555,12,3.0246527706394217,7.0,10,2.0,536,Self-Employed,Own,Education,0
231,34,105190,221654,12,6.917249546346986,11.0,10,0.0,748,Unemployed,Own,Business,0
232,48,72653,60185,24,3.6528562467270156,8.0,9,0.0,684,Unemployed,Rent,Debt Consolidation,1
233,45,33599,82963,12,4.710008387791721,10.0,2,0.0,850,Unemployed,Mortgage,Debt Consolidation,1
234,35,53576,67198,48,4.340204899195349,13.0,2,0.0,626,Unemployed,Own,Debt Consolidation,0
235,77,67695,38231,24,6.093057410085311,1.0,8,0.0,760,Employed,Own,Home Improvement,1
236,54,111705,160981,48,2.071792774354319,2.0,5,1.0,505,Employed,Mortgage,Home Improvement,0
237,18,25054,237112,60,5.580270614578191,3.0,5,0.0,789,Self-Employed,Rent,Debt Consolidation,0
238,47,90064,136134,36,8.201097662088621,17.0,11,0.0,744,Employed,Rent,Home Improvement,0
239,35,64497,37068,60,5.739428539138609,11.0,6,1.0,810,Employed,Mortgage,Debt Consolidation,0
240,57,80945,212995,36,3.8314259483164452,11.0,8,0.0,761,Self-Employed,Rent,Education,0
241,33,57450,276427,48,4.585871327877964,13.0,8,2.0,640,Employed,Rent,Debt Consolidation,0
242,43,38939,101531,48,6.239369466175294,2.0,9,2.0,532,Employed,Rent,Home Improvement,0
243,52,78771,114108,60,6.900743753829605,0.0,10,0.0,589,Unemployed,Own,Business,1
244,57,76360,188674,36,9.259841865415654,7.0,11,0.0,473,Unemployed,Own,Education,0
245,26,84301,271640,36,1.435643544188311,12.0,3,0.0,557,Self-Employed,Rent,Auto,0
246,39,59667,111012,24,6.1585944216268,7.0,9,3.0,692,Unemployed,Mortgage,Business,0
247,37,45004,50066,12,5.963481601291383,1.0,14,0.0,645,Employed,Mortgage,Business,1
248,35,21030,197356,24,5.333102054556677,3.0,11,3.0,627,Unemployed,Mortgage,Auto,1
249,71,80484,209930,48,6.388598930901152,2.0,3,3.0,570,Unemployed,Rent,Education,0
250,51,70597,150459,60,4.926160157974421,4.0,1,0.0,472,Self-Employed,Mortgage,Auto,1
251,26,35855,108140,36,3.002965722538431,2.0,12,0.0,668,Employed,Own,Education,0
252,58,46535,224578,24,6.0338148148211825,8.0,11,0.0,687,Self-Employed,Mortgage,Education,0
253,76,48331,189602,60,7.123136249428152,5.0,5,0.0,550,Employed,Mortgage,Education,1
254,60,22925,92367,60,5.381715270001714,11.0,7,1.0,596,Employed,Own,Business,0
255,22,39557,153682,12,8.148356358401873,3.0,3,0.0,804,Employed,Own,Education,0
256,37,31654,48621,36,4.906507183085892,9.0,9,0.0,765,Unemployed,Rent,Auto,0
257,64,49688,201441,60,6.65141469650386,7.0,1,1.0,501,Self-Employed,Rent,Business,0
258,34,41532,130332,36,1.5456419679136415,9.0,6,3.0,641,Employed,Rent,Education,1
259,51,19324,117321,24,11.106077893652346,10.0,12,3.0,795,Unemployed,Rent,Home Improvement,0
260,56,110564,147534,60,4.931051701620391,11.0,12,1.0,628,Self-Employed,Rent,Home Improvement,0
261,31,91313,153023,60,4.27953405482605,12.0,6,3.0,623,Unemployed,Own,Education,0
262,44,40524,217119,24,4.835621897780389,10.0,14,0.0,759,Unemployed,Own,Home Improvement,0
263,18,66810,194331,36,3.1280397860576183,9.0,13,0.0,748,Employed,Own,Debt Consolidation,0
264,29,70436,138269,36,2.578708618036784,4.0,8,0.0,743,Self-Employed,Mortgage,Business,0
265,41,89777,207275,60,5.602610820259568,12.0,13,1.0,623,Unemployed,Mortgage,Debt Consolidation,0
266,26,39534,180055,24,5.785289375333375,4.0,3,0.0,716,Unemployed,Mortgage,Business,0
267,69,87302,118005,48,6.059689196172254,6.0,12,0.0,799,Unemployed,Rent,Auto,0
268,23,46302,140646,36,5.415144392772728,3.0,5,0.0,645,Unemployed,Mortgage,Home Improvement,0
269,38,26603,138883,48,5.2922799921262405,3.0,11,0.0,609,Employed,Rent,Home Improvement,0
270,46,78103,187894,60,2.4923099731088465,6.0,10,0.0,773,Employed,Rent,Home Improvement,0
271,66,92268,122473,48,4.2815776382999,6.0,11,3.0,850,Self-Employed,Rent,Education,0
272,23,124697,120719,48,5.903186484507755,3.0,5,3.0,850,Unemployed,Rent,Business,0
273,62,30006,297656,36,4.153147105363295,8.0,8,0.0,612,Employed,Mortgage,Education,0
274,45,77472,220480,60,6.23042162961806,8.0,7,1.0,622,Self-Employed,Own,Home Improvement,0
275,30,49754,92954,48,5.161976217174616,5.0,3,1.0,547,Self-Employed,Rent,Auto,0
276,51,79583,192820,36,5.142699419356555,19.0,7,1.0,661,Employed,Mortgage,Home Improvement,0
277,47,23237,158876,48,6.018171882825537,9.0,10,0.0,542,Employed,Rent,Education,0
278,35,28430,179366,36,6.7128577391205955,8.0,8,1.0,597,Unemployed,Rent,Home Improvement,0
279,46,40603,160300,60,7.270052989669342,4.0,5,1.0,720,Employed,Own,Debt Consolidation,1
280,39,61974,239223,24,10.457606395876308,8.0,11,0.0,688,Employed,Rent,Debt Consolidation,1
